event_id,event_slug,event_title,event_volume,market_id,condition_id,market_slug,question,group_item_title,outcomes,outcome_prices,clob_token_ids,yes_price,no_price,yes_token_id,no_token_id,best_bid,best_ask,spread,market_volume,liquidity,neg_risk,active,closed,accepting_orders,end_date
448449,highest-temperature-in-seoul-on-may-6-2026,Highest temperature in Seoul on May 6?,25858.956399000002,2156805,0xbfde99340a1b4aff5430f698c688ff8b610b37cdcf5382f9852592d8d304d6bc,highest-temperature-in-seoul-on-may-6-2026-18c,Will the highest temperature in Seoul be 18°C on May 6?,18°C,"[""Yes"", ""No""]","[0.0935, 0.9065]","[""467699505793234161400216904747976355390523376405086725098520829175976170799"", ""47988559345819083508793476384336038468742745650831039857834130634534198477907""]",0.0935,0.9065,467699505793234161400216904747976355390523376405086725098520829175976170799,47988559345819083508793476384336038468742745650831039857834130634534198477907,0.087,0.1,0.013,3796.5247670000017,3748.12,1,1,0,1,2026-05-06T12:00:00Z
448449,highest-temperature-in-seoul-on-may-6-2026,Highest temperature in Seoul on May 6?,25858.956399000002,2156804,0xf4a53c6565c865899f142f6ed72c488f3fe084b6b2d3a91cccd774fc271d8d93,highest-temperature-in-seoul-on-may-6-2026-17c,Will the highest temperature in Seoul be 17°C on May 6?,17°C,"[""Yes"", ""No""]","[0.012, 0.988]","[""41203680359398489149781334097870279241188693369433689190583254944035615190186"", ""109281392380511276805483392780077381467295918991105639340967131791794418444861""]",0.012,0.988,41203680359398489149781334097870279241188693369433689190583254944035615190186,109281392380511276805483392780077381467295918991105639340967131791794418444861,0.011,0.013,0.002,3847.2331790000007,3097.44898,1,1,0,1,2026-05-06T12:00:00Z
443343,highest-temperature-in-lagos-on-may-5-2026,Highest temperature in Lagos on May 5?,39971.90977800001,2145174,0x7994ed3a796124fbf14c44ca58ec05181a7a134369a4ce76e068fc6ce48712c8,highest-temperature-in-lagos-on-may-5-2026-34c,Will the highest temperature in Lagos be 34°C on May 5?,34°C,"[""Yes"", ""No""]","[0.485, 0.515]","[""9517385272084260655993849773252624242208412619546107226554297123295244057630"", ""2117006169565359948953933654615701345921666189219360039623790603130319690241""]",0.485,0.515,9517385272084260655993849773252624242208412619546107226554297123295244057630,2117006169565359948953933654615701345921666189219360039623790603130319690241,0.47,0.5,0.03,1246.3446609999999,339.406,1,1,0,1,2026-05-05T12:00:00Z
443343,highest-temperature-in-lagos-on-may-5-2026,Highest temperature in Lagos on May 5?,39971.90977800001,2145173,0x7e8b1cafe3670ca1869304bcbe79e4d473021fb102a9e8fed5867dc11bb89938,highest-temperature-in-lagos-on-may-5-2026-33c,Will the highest temperature in Lagos be 33°C on May 5?,33°C,"[""Yes"", ""No""]","[0.25, 0.75]","[""14597585644859920093915685440473808304260512257655727091011117492759903646361"", ""94856686390500890158562310405032204412190804951425277760698823829804192073716""]",0.25,0.75,14597585644859920093915685440473808304260512257655727091011117492759903646361,94856686390500890158562310405032204412190804951425277760698823829804192073716,0.23,0.27,0.04,987.2978689999997,353.6188,1,1,0,1,2026-05-05T12:00:00Z
443343,highest-temperature-in-lagos-on-may-5-2026,Highest temperature in Lagos on May 5?,39971.90977800001,2145175,0x72c47486fb76199701ca65e45e554cb27687423b3a732a8cb15f9002dc25d025,highest-temperature-in-lagos-on-may-5-2026-35c,Will the highest temperature in Lagos be 35°C on May 5?,35°C,"[""Yes"", ""No""]","[0.125, 0.875]","[""104607977645786435138570550274947347608458418214781032327534101737982809548137"", ""33459177948986331408515051863593601909623154319285865470776082987984803596158""]",0.125,0.875,104607977645786435138570550274947347608458418214781032327534101737982809548137,33459177948986331408515051863593601909623154319285865470776082987984803596158,0.1,0.15,0.05,671.8688310000003,291.3018,1,1,0,1,2026-05-05T12:00:00Z
443343,highest-temperature-in-lagos-on-may-5-2026,Highest temperature in Lagos on May 5?,39971.90977800001,2145172,0x850562fe3770c768ae2aa69d59a2eb2a93b115c42cac01e117b17bb3e4fea84f,highest-temperature-in-lagos-on-may-5-2026-32c,Will the highest temperature in Lagos be 32°C on May 5?,32°C,"[""Yes"", ""No""]","[0.095, 0.905]","[""83267751013787151996010153051065208479299046989599929754214167715020274227388"", ""25715327436456643716837770372091858137896986787185501041321182195023259301438""]",0.095,0.905,83267751013787151996010153051065208479299046989599929754214167715020274227388,25715327436456643716837770372091858137896986787185501041321182195023259301438,0.08,0.11,0.03,796.2776609999997,334.6286,1,1,0,1,2026-05-05T12:00:00Z
443343,highest-temperature-in-lagos-on-may-5-2026,Highest temperature in Lagos on May 5?,39971.90977800001,2145171,0x3eab6ff367566ab5659f45cb965da19fa250469d63f42d653dee57d4fb7c1933,highest-temperature-in-lagos-on-may-5-2026-31c,Will the highest temperature in Lagos be 31°C on May 5?,31°C,"[""Yes"", ""No""]","[0.0545, 0.9455]","[""15806886970184910222472094950020708991796275552741689635759350339184307280552"", ""56691515600254321252555965649502783618912727880110584020642365221914566609606""]",0.0545,0.9455,15806886970184910222472094950020708991796275552741689635759350339184307280552,56691515600254321252555965649502783618912727880110584020642365221914566609606,0.021,0.088,0.067,1106.7130260000001,344.92288,1,1,0,1,2026-05-05T12:00:00Z
448445,highest-temperature-in-london-on-may-6-2026,Highest temperature in London on May 6?,25601.331792,2156759,0x8255ff27aca85564f53b0d48a8c763fca80be64635ae33f3ce7710139f7096f0,highest-temperature-in-london-on-may-6-2026-14c,Will the highest temperature in London be 14°C on May 6?,14°C,"[""Yes"", ""No""]","[0.37, 0.63]","[""98425570468696751201661116855600766934256632970103756352887808265215165651075"", ""46270246033971545378558073519212831576915267317016641536883805468086255825696""]",0.37,0.63,98425570468696751201661116855600766934256632970103756352887808265215165651075,46270246033971545378558073519212831576915267317016641536883805468086255825696,0.36,0.38,0.02,1778.3823969999996,2086.1286,1,1,0,1,2026-05-06T12:00:00Z
448445,highest-temperature-in-london-on-may-6-2026,Highest temperature in London on May 6?,25601.331792,2156758,0x76984b79ab0fc16644c9e112bc5f0d82fc54352e63af92de91c7bb6d5f698bf0,highest-temperature-in-london-on-may-6-2026-13c,Will the highest temperature in London be 13°C on May 6?,13°C,"[""Yes"", ""No""]","[0.32, 0.68]","[""20119548350748341303790352700062535235834930667778745281905979288196263625037"", ""14887780243261326052783005413061474289674046179160358877281379556468150217596""]",0.32,0.68,20119548350748341303790352700062535235834930667778745281905979288196263625037,14887780243261326052783005413061474289674046179160358877281379556468150217596,0.31,0.33,0.02,1795.6789760000006,2105.413,1,1,0,1,2026-05-06T12:00:00Z
448445,highest-temperature-in-london-on-may-6-2026,Highest temperature in London on May 6?,25601.331792,2156760,0x91154afd1c166d93cf2f487e78df15df9ef0d8e705fa3325b3271e31b42941b8,highest-temperature-in-london-on-may-6-2026-15c,Will the highest temperature in London be 15°C on May 6?,15°C,"[""Yes"", ""No""]","[0.21, 0.79]","[""104440243229503203329238096951683238357203575982277976385247516458917015212952"", ""102773311450040696088082643610636359429094514619211263414096574354326461374066""]",0.21,0.79,104440243229503203329238096951683238357203575982277976385247516458917015212952,102773311450040696088082643610636359429094514619211263414096574354326461374066,0.2,0.22,0.02,2700.078716,2626.3689,1,1,0,1,2026-05-06T12:00:00Z
448445,highest-temperature-in-london-on-may-6-2026,Highest temperature in London on May 6?,25601.331792,2156757,0x5f6c860d03899848e059fe20a16764a0813a977e674ca68848f4838fcb49880a,highest-temperature-in-london-on-may-6-2026-12c,Will the highest temperature in London be 12°C on May 6?,12°C,"[""Yes"", ""No""]","[0.06, 0.94]","[""80199571423883817961936484247927125027010330512472435110915473997180173923279"", ""72029720608004791948412048767619787136294923263463873471870676126770981943976""]",0.06,0.94,80199571423883817961936484247927125027010330512472435110915473997180173923279,72029720608004791948412048767619787136294923263463873471870676126770981943976,0.05,0.07,0.02,3080.69456,3477.1968,1,1,0,1,2026-05-06T12:00:00Z
448445,highest-temperature-in-london-on-may-6-2026,Highest temperature in London on May 6?,25601.331792,2156761,0x765bc0748a87383aea0924e08af1821052deeca0d43e96876a15d69f87db3c20,highest-temperature-in-london-on-may-6-2026-16c,Will the highest temperature in London be 16°C on May 6?,16°C,"[""Yes"", ""No""]","[0.0455, 0.9545]","[""43178868931087180398730625721521965461248181239569822573643995864265074594197"", ""102879664747775634753376374658979516002049167653337543412899976715060233266647""]",0.0455,0.9545,43178868931087180398730625721521965461248181239569822573643995864265074594197,102879664747775634753376374658979516002049167653337543412899976715060233266647,0.037,0.054,0.017,2119.541276,3568.1919,1,1,0,1,2026-05-06T12:00:00Z
443371,highest-temperature-in-manila-on-may-5-2026,Highest temperature in Manila on May 5?,30364.626598000003,2145271,0x882029096990e2cb6e051adae2bebb6f0f94397a62aaee61a103c3313d31e0a3,highest-temperature-in-manila-on-may-5-2026-35c,Will the highest temperature in Manila be 35°C on May 5?,35°C,"[""Yes"", ""No""]","[0.997, 0.003]","[""93749567638266652500636859902245851311601889347444718731547202747215967228610"", ""12906085790082679096494753093290878378002835504908581470808889017359045290183""]",0.997,0.003,93749567638266652500636859902245851311601889347444718731547202747215967228610,12906085790082679096494753093290878378002835504908581470808889017359045290183,0.995,0.999,0.004,4800.500584,1812.76343,1,1,0,1,2026-05-05T12:00:00Z
443371,highest-temperature-in-manila-on-may-5-2026,Highest temperature in Manila on May 5?,30364.626598000003,2145273,0xb8a13d415799849fbbaf9837121cbc7cb0b1cb13cf59fe07e3fbe3d061631ddb,highest-temperature-in-manila-on-may-5-2026-37c,Will the highest temperature in Manila be 37°C on May 5?,37°C,"[""Yes"", ""No""]","[0.0035, 0.9965]","[""39510852145750451458979261749840227486141932332471974506290420454327890139757"", ""112697899483401413713453851925135636396865984405774399865307860051225743461440""]",0.0035,0.9965,39510852145750451458979261749840227486141932332471974506290420454327890139757,112697899483401413713453851925135636396865984405774399865307860051225743461440,0.001,0.006,0.005,2982.545396,1776.63611,1,1,0,1,2026-05-05T12:00:00Z
443371,highest-temperature-in-manila-on-may-5-2026,Highest temperature in Manila on May 5?,30364.626598000003,2145272,0xecc2d2ea01e76f0b9f295d991639b334b53d80f7f565d778f9754d902fcfc476,highest-temperature-in-manila-on-may-5-2026-36c,Will the highest temperature in Manila be 36°C on May 5?,36°C,"[""Yes"", ""No""]","[0.003, 0.997]","[""26041128993598712990722136487569797413313776380531852880710791801590497730481"", ""81243337640945663600188015916733683814091556648672994199937402996272760977899""]",0.003,0.997,26041128993598712990722136487569797413313776380531852880710791801590497730481,81243337640945663600188015916733683814091556648672994199937402996272760977899,0.001,0.005,0.004,2987.8033749999995,835.78063,1,1,0,1,2026-05-05T12:00:00Z
443371,highest-temperature-in-manila-on-may-5-2026,Highest temperature in Manila on May 5?,30364.626598000003,2145275,0xbd8e6b453761c30e937bd1d0d9024ff5d5a3f053e037042014b9d475070627c7,highest-temperature-in-manila-on-may-5-2026-39corhigher,Will the highest temperature in Manila be 39°C or higher on May 5?,39°C or higher,"[""Yes"", ""No""]","[0.001, 0.999]","[""56496104442508523771058303315690221387913877699529140063443193977089534119809"", ""30545156014146974302053706901345441430567477213493570231156282965020369321011""]",0.001,0.999,56496104442508523771058303315690221387913877699529140063443193977089534119809,30545156014146974302053706901345441430567477213493570231156282965020369321011,,0.002,0.002,1861.2040000000002,2186.37296,1,1,0,1,2026-05-05T12:00:00Z
443371,highest-temperature-in-manila-on-may-5-2026,Highest temperature in Manila on May 5?,30364.626598000003,2145274,0xabd76c6150b2ac566c55bae77bc23b2030bd730e1ebcea2034f78ae6bf51c26e,highest-temperature-in-manila-on-may-5-2026-38c,Will the highest temperature in Manila be 38°C on May 5?,38°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""13621809761959589866382352404262187844136620966504020431417222220391878656316"", ""35508897690551142197146729756662560207705866093401667549306043588961258940726""]",0.0005,0.9995,13621809761959589866382352404262187844136620966504020431417222220391878656316,35508897690551142197146729756662560207705866093401667549306043588961258940726,,0.001,0.001,2066.427051,1931.88112,1,1,0,1,2026-05-05T12:00:00Z
443331,highest-temperature-in-los-angeles-on-may-5-2026,Highest temperature in Los Angeles on May 5?,30823.002298000003,2145041,0x4fda47f70a163191a09fad7a613a78a291eba881e1951b7482eb4543302c6854,highest-temperature-in-los-angeles-on-may-5-2026-64-65f,Will the highest temperature in Los Angeles be between 64-65°F on May 5?,64-65°F,"[""Yes"", ""No""]","[0.47, 0.53]","[""1967415636001178193594328556074637355093727102161956062236663811331912652519"", ""36665235698361232051142454269309924400674418436153596910156366983896516515544""]",0.47,0.53,1967415636001178193594328556074637355093727102161956062236663811331912652519,36665235698361232051142454269309924400674418436153596910156366983896516515544,0.46,0.48,0.02,1356.033592,392.0772,1,1,0,1,2026-05-05T12:00:00Z
443331,highest-temperature-in-los-angeles-on-may-5-2026,Highest temperature in Los Angeles on May 5?,30823.002298000003,2145042,0x4e36facf675bd3f7d40c35a9314354fc6c4c210e5bd9a8f0b24bb283fec51ac4,highest-temperature-in-los-angeles-on-may-5-2026-66-67f,Will the highest temperature in Los Angeles be between 66-67°F on May 5?,66-67°F,"[""Yes"", ""No""]","[0.3, 0.7]","[""1591753864224136289201733209091544511240201423935641163912117830110831086373"", ""9468317684807635183059608714073547843754781813085547919643081921090662548365""]",0.3,0.7,1591753864224136289201733209091544511240201423935641163912117830110831086373,9468317684807635183059608714073547843754781813085547919643081921090662548365,0.29,0.31,0.02,4746.207005000006,409.3144,1,1,0,1,2026-05-05T12:00:00Z
443331,highest-temperature-in-los-angeles-on-may-5-2026,Highest temperature in Los Angeles on May 5?,30823.002298000003,2145043,0x4a985f5e70f072188ed1c97e0ecd22fb789803ac7f5db56c93e33d508a4f12a4,highest-temperature-in-los-angeles-on-may-5-2026-68-69f,Will the highest temperature in Los Angeles be between 68-69°F on May 5?,68-69°F,"[""Yes"", ""No""]","[0.145, 0.855]","[""51205856613806643605498751095636407951289542127528085095328848334020708359768"", ""33337756502839226771882183189583416278839249809718574041594982430117757812841""]",0.145,0.855,51205856613806643605498751095636407951289542127528085095328848334020708359768,33337756502839226771882183189583416278839249809718574041594982430117757812841,0.11,0.18,0.07,4992.453398999994,709.9735,1,1,0,1,2026-05-05T12:00:00Z
443331,highest-temperature-in-los-angeles-on-may-5-2026,Highest temperature in Los Angeles on May 5?,30823.002298000003,2145040,0xd86fb70f081c23e3ed31127001960f6028dbaafa1ba4ebe23a528f42cef15f45,highest-temperature-in-los-angeles-on-may-5-2026-62-63f,Will the highest temperature in Los Angeles be between 62-63°F on May 5?,62-63°F,"[""Yes"", ""No""]","[0.0885, 0.9115]","[""54408922431460718532605357675324816667630330124414648441211291295583178186565"", ""54321797350414262209113770605949163045827822658728314002134171256613083521170""]",0.0885,0.9115,54408922431460718532605357675324816667630330124414648441211291295583178186565,54321797350414262209113770605949163045827822658728314002134171256613083521170,0.088,0.089,0.001,2107.844744,589.83509,1,1,0,1,2026-05-05T12:00:00Z
443331,highest-temperature-in-los-angeles-on-may-5-2026,Highest temperature in Los Angeles on May 5?,30823.002298000003,2145039,0x30077077a1869ad265cbdf74f96b71df8afd81314486738bf05922d968e649ae,highest-temperature-in-los-angeles-on-may-5-2026-60-61f,Will the highest temperature in Los Angeles be between 60-61°F on May 5?,60-61°F,"[""Yes"", ""No""]","[0.0125, 0.9875]","[""77570299629396535898391603901199360280417381381589439181034160365894052613717"", ""27558030190185721120353793471268612260883863548772897738221925047502433436545""]",0.0125,0.9875,77570299629396535898391603901199360280417381381589439181034160365894052613717,27558030190185721120353793471268612260883863548772897738221925047502433436545,0.01,0.015,0.005,3805.6331499999997,1027.25465,1,1,0,1,2026-05-05T12:00:00Z
443345,highest-temperature-in-guangzhou-on-may-5-2026,Highest temperature in Guangzhou on May 5?,29554.621845,2145196,0xc463d894c05bf512e51c887e68f7cf8cbc9f33d604d85f92be08bd3d7f84c8b6,highest-temperature-in-guangzhou-on-may-5-2026-23c,Will the highest temperature in Guangzhou be 23°C on May 5?,23°C,"[""Yes"", ""No""]","[0.9225, 0.0775]","[""68284866653797136313502063498391426068759673589850313103048432039805463872734"", ""89077400852836399839470965796515564313864071746715091028722346860456812747797""]",0.9225,0.0775,68284866653797136313502063498391426068759673589850313103048432039805463872734,89077400852836399839470965796515564313864071746715091028722346860456812747797,0.922,0.923,0.001,6196.485723,150.47641,1,1,0,1,2026-05-05T12:00:00Z
443345,highest-temperature-in-guangzhou-on-may-5-2026,Highest temperature in Guangzhou on May 5?,29554.621845,2145197,0x01db221aed08233499aa24fa42d9490d71aa2970a3ce8caf963047fcc7ef0c1b,highest-temperature-in-guangzhou-on-may-5-2026-24c,Will the highest temperature in Guangzhou be 24°C on May 5?,24°C,"[""Yes"", ""No""]","[0.075, 0.925]","[""97056716541887943261048627093969296226611581135560623764549037203476405683615"", ""68749434638805242144646101500987850700241749865496949046813936245953614745755""]",0.075,0.925,97056716541887943261048627093969296226611581135560623764549037203476405683615,68749434638805242144646101500987850700241749865496949046813936245953614745755,0.06,0.09,0.03,2025.562638,319.2849,1,1,0,1,2026-05-05T12:00:00Z
443345,highest-temperature-in-guangzhou-on-may-5-2026,Highest temperature in Guangzhou on May 5?,29554.621845,2145198,0xbafd09052ee87cbf0efbdbab45ddd5313b5008295de1bfd6235b7166be7372ee,highest-temperature-in-guangzhou-on-may-5-2026-25c,Will the highest temperature in Guangzhou be 25°C on May 5?,25°C,"[""Yes"", ""No""]","[0.004, 0.996]","[""77233393707661413948752179900886622095124520576868039993651037543410000613780"", ""44719769564738343376387869087412279198227490897416269615227771212895587909092""]",0.004,0.996,77233393707661413948752179900886622095124520576868039993651037543410000613780,44719769564738343376387869087412279198227490897416269615227771212895587909092,0.001,0.007,0.006,2590.119572000001,424.96882,1,1,0,1,2026-05-05T12:00:00Z
443345,highest-temperature-in-guangzhou-on-may-5-2026,Highest temperature in Guangzhou on May 5?,29554.621845,2145199,0x30425576746223b47d86f674fd1b513962625e89e1cf68dc6fb461a856295982,highest-temperature-in-guangzhou-on-may-5-2026-26corhigher,Will the highest temperature in Guangzhou be 26°C or higher on May 5?,26°C or higher,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""78480012903695986773821445394694403852782392672631408560556277566773865954319"", ""30358009951478694899601888087630876464660413166049641218691165397542157665849""]",0.0005,0.9995,78480012903695986773821445394694403852782392672631408560556277566773865954319,30358009951478694899601888087630876464660413166049641218691165397542157665849,,0.001,0.001,3202.711954,418.74275,1,1,0,1,2026-05-05T12:00:00Z
443313,highest-temperature-in-munich-on-may-5-2026,Highest temperature in Munich on May 5?,34150.141516,2144846,0x0cb8cb58f4eb8eb62d40302d09a729247af2c891a663d48d6c890092ed393529,highest-temperature-in-munich-on-may-5-2026-23corhigher,Will the highest temperature in Munich be 23°C or higher on May 5?,23°C or higher,"[""Yes"", ""No""]","[0.865, 0.135]","[""77912744159691679184176012603558267349465816702412749415918770920541021876079"", ""58046859024247098355374282577209634196374608533754802799521241688892500964176""]",0.865,0.135,77912744159691679184176012603558267349465816702412749415918770920541021876079,58046859024247098355374282577209634196374608533754802799521241688892500964176,0.85,0.88,0.03,9261.172918,277.6105,1,1,0,1,2026-05-05T12:00:00Z
443313,highest-temperature-in-munich-on-may-5-2026,Highest temperature in Munich on May 5?,34150.141516,2144845,0x2b79bf2f2d8ab981a58c5b3b24419cf1f7c7058facc99177875e863ba5bb5153,highest-temperature-in-munich-on-may-5-2026-22c,Will the highest temperature in Munich be 22°C on May 5?,22°C,"[""Yes"", ""No""]","[0.115, 0.885]","[""47478398647024456990528300176436919184467801825278327028034673065654184736314"", ""26670082883979262380317051636795702638632112235261408047295782313679835708158""]",0.115,0.885,47478398647024456990528300176436919184467801825278327028034673065654184736314,26670082883979262380317051636795702638632112235261408047295782313679835708158,0.1,0.13,0.03,5363.968499999999,663.5697,1,1,0,1,2026-05-05T12:00:00Z
443313,highest-temperature-in-munich-on-may-5-2026,Highest temperature in Munich on May 5?,34150.141516,2144844,0x77535d4f7a015f890f224765e8cc0427de66deb67643a011d95773848e180e3f,highest-temperature-in-munich-on-may-5-2026-21c,Will the highest temperature in Munich be 21°C on May 5?,21°C,"[""Yes"", ""No""]","[0.0025, 0.9975]","[""14323394746152899914467091759190152279205799452099896800675632426392148902094"", ""6614598571052672630982993719343933952137284604152887356190524841205373017537""]",0.0025,0.9975,14323394746152899914467091759190152279205799452099896800675632426392148902094,6614598571052672630982993719343933952137284604152887356190524841205373017537,0.002,0.003,0.001,7847.4775660000005,1552.56306,1,1,0,1,2026-05-05T12:00:00Z
443313,highest-temperature-in-munich-on-may-5-2026,Highest temperature in Munich on May 5?,34150.141516,2144839,0xb8c433cfb34c10e2c55e651fb355a40dbb667e414e7e21ec99a676bd8c881790,highest-temperature-in-munich-on-may-5-2026-16c,Will the highest temperature in Munich be 16°C on May 5?,16°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""59027374459358786627632023292362560835772900281917872824447245814227881053858"", ""39666844428443837094106093493323235263011006473083647558505040837360041000651""]",0.0005,0.9995,59027374459358786627632023292362560835772900281917872824447245814227881053858,39666844428443837094106093493323235263011006473083647558505040837360041000651,,0.001,0.001,1376.2817539999999,84379.68368,1,1,0,1,2026-05-05T12:00:00Z
443313,highest-temperature-in-munich-on-may-5-2026,Highest temperature in Munich on May 5?,34150.141516,2144840,0x2ad8098d5e9a31c0ad17a4f354c715a190dbab0bcbc1458f44c35483d3d7615a,highest-temperature-in-munich-on-may-5-2026-17c,Will the highest temperature in Munich be 17°C on May 5?,17°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""88240583809591234716076297632580433374407527878310007308017663378968923355237"", ""37766759961119111385776403739745306096504186189946013031475750738722232234881""]",0.0005,0.9995,88240583809591234716076297632580433374407527878310007308017663378968923355237,37766759961119111385776403739745306096504186189946013031475750738722232234881,,0.001,0.001,924.2255,73954.48785,1,1,0,1,2026-05-05T12:00:00Z
443290,lowest-temperature-in-shanghai-on-may-5-2026,Lowest temperature in Shanghai on May 5?,23316.564456,2144657,0x30c3236b4b3f44cb1d74f34b87e4b4e436bbb4ca24d25cd3138e8f3e2b083867,lowest-temperature-in-shanghai-on-may-5-2026-15c,Will the lowest temperature in Shanghai be 15°C on May 5?,15°C,"[""Yes"", ""No""]","[0.988, 0.012]","[""51289160187482401972134493928586081307970408031256897803434428456142505316205"", ""110647530545559167057541943371024923806956179541953886233194934271306315208280""]",0.988,0.012,51289160187482401972134493928586081307970408031256897803434428456142505316205,110647530545559167057541943371024923806956179541953886233194934271306315208280,0.978,0.998,0.02,3026.723131000001,1267.95077,1,1,0,1,2026-05-05T12:00:00Z
443290,lowest-temperature-in-shanghai-on-may-5-2026,Lowest temperature in Shanghai on May 5?,23316.564456,2144655,0x0a44b21d67b56162b97d2bc6d3a059ab37f567f974064e5a3bcbd56a90c9a508,lowest-temperature-in-shanghai-on-may-5-2026-13c,Will the lowest temperature in Shanghai be 13°C on May 5?,13°C,"[""Yes"", ""No""]","[0.008, 0.992]","[""47948987690211240026764869895912840091272136710109414636207651587045637748495"", ""1560534544746370367639509324458975569100407077221942528766215875441196244389""]",0.008,0.992,47948987690211240026764869895912840091272136710109414636207651587045637748495,1560534544746370367639509324458975569100407077221942528766215875441196244389,0.006,0.01,0.004,2462.639206,932.67593,1,1,0,1,2026-05-05T12:00:00Z
443290,lowest-temperature-in-shanghai-on-may-5-2026,Lowest temperature in Shanghai on May 5?,23316.564456,2144656,0xb353fc25ce5856a4c7c391d1d62471a3e43f14548bee69b583ee20da14b423b8,lowest-temperature-in-shanghai-on-may-5-2026-14c,Will the lowest temperature in Shanghai be 14°C on May 5?,14°C,"[""Yes"", ""No""]","[0.0075, 0.9925]","[""54246023362813918144757921137042507720937818910018251341749942649621036405096"", ""97225459185086089052414698321358203457456869646177972799107832044040722549050""]",0.0075,0.9925,54246023362813918144757921137042507720937818910018251341749942649621036405096,97225459185086089052414698321358203457456869646177972799107832044040722549050,0.002,0.013,0.011,3436.3354639999984,842.77392,1,1,0,1,2026-05-05T12:00:00Z
443290,lowest-temperature-in-shanghai-on-may-5-2026,Lowest temperature in Shanghai on May 5?,23316.564456,2144654,0x67ee2f386e0ef0b6fd52f0fe25999e4244a6df0f6df42ec78fa9a4f46eb3036b,lowest-temperature-in-shanghai-on-may-5-2026-12c,Will the lowest temperature in Shanghai be 12°C on May 5?,12°C,"[""Yes"", ""No""]","[0.0045, 0.9955]","[""49628633242834583610170636671916243093486297303552949101187409775531167303473"", ""60832010088759753969806406553042655200091947368148850566150701023565869983513""]",0.0045,0.9955,49628633242834583610170636671916243093486297303552949101187409775531167303473,60832010088759753969806406553042655200091947368148850566150701023565869983513,0.002,0.007,0.005,4590.946555,4067.13076,1,1,0,1,2026-05-05T12:00:00Z
443290,lowest-temperature-in-shanghai-on-may-5-2026,Lowest temperature in Shanghai on May 5?,23316.564456,2144653,0x4f054284cc4ed020cb31b3502eb67d3ea10106a8de94240edda7f628d99dc9ec,lowest-temperature-in-shanghai-on-may-5-2026-11corbelow,Will the lowest temperature in Shanghai be 11°C or below on May 5?,11°C or below,"[""Yes"", ""No""]","[0.004, 0.996]","[""43550735416357092601978475898319491637732628785142552688704188205167938723469"", ""26484507585084719356805679046135335390493526991500458688340014628279650590110""]",0.004,0.996,43550735416357092601978475898319491637732628785142552688704188205167938723469,26484507585084719356805679046135335390493526991500458688340014628279650590110,0.001,0.007,0.006,4442.629016,4185.36569,1,1,0,1,2026-05-05T12:00:00Z
443308,highest-temperature-in-miami-on-may-5-2026,Highest temperature in Miami on May 5?,26899.414491999996,2144787,0x2551f8d9ea30e200a3c8fae9f96c55e000ad4d4c116a405d405a095446735efd,highest-temperature-in-miami-on-may-5-2026-84-85f,Will the highest temperature in Miami be between 84-85°F on May 5?,84-85°F,"[""Yes"", ""No""]","[0.48, 0.52]","[""84987161381736495646921580170075077354228900252434513543337716282290898832283"", ""28753684077655288724037091175481871478093121852342740599086101331041661719908""]",0.48,0.52,84987161381736495646921580170075077354228900252434513543337716282290898832283,28753684077655288724037091175481871478093121852342740599086101331041661719908,0.45,0.51,0.06,2298.5325569999986,322.6266,1,1,0,1,2026-05-05T12:00:00Z
443308,highest-temperature-in-miami-on-may-5-2026,Highest temperature in Miami on May 5?,26899.414491999996,2144788,0x233cbf12c51dba3a706a817210c3e1ad4cfe8e308ab2957b938ae8f75aa72fa7,highest-temperature-in-miami-on-may-5-2026-86-87f,Will the highest temperature in Miami be between 86-87°F on May 5?,86-87°F,"[""Yes"", ""No""]","[0.275, 0.725]","[""79453345158873347974312364168385062014695481590657300136425021606542305796529"", ""57399707995932870382899705741903761044784074910716671733069592292603677830592""]",0.275,0.725,79453345158873347974312364168385062014695481590657300136425021606542305796529,57399707995932870382899705741903761044784074910716671733069592292603677830592,0.27,0.28,0.01,2899.405664,471.4341,1,1,0,1,2026-05-05T12:00:00Z
443308,highest-temperature-in-miami-on-may-5-2026,Highest temperature in Miami on May 5?,26899.414491999996,2144789,0x89c1e3e2ead7b6d6d511a8799e1793aac7633a7070ff9fd252c4ea0c1921315b,highest-temperature-in-miami-on-may-5-2026-88-89f,Will the highest temperature in Miami be between 88-89°F on May 5?,88-89°F,"[""Yes"", ""No""]","[0.1245, 0.8755]","[""21529395850677788823035412050313377646896031902355343575941515608184486897388"", ""82617377078966354332483710403937031486740015135258701793241080446153375918132""]",0.1245,0.8755,21529395850677788823035412050313377646896031902355343575941515608184486897388,82617377078966354332483710403937031486740015135258701793241080446153375918132,0.12,0.129,0.009,3221.7081519999997,497.79651,1,1,0,1,2026-05-05T12:00:00Z
